,Unnamed: 0,Unnamed: 0.1,Drug,Chemical Structure,Adverse Effect / Toxicity,Species,Dose,Dose Type,Route,Source,Source Link,Year
129,222,764,Estradiol,CC12CCC3C4=C(C=C(O)C=C4)CCC3C1CCC2O,Liver disorder,Mouse,-1.6967930850817443,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicologist 60,155,2001   ---   ISSN:0731-9193   JOURNAL:Toxicologist   PAGES:155   VOLUME:60",,2001.0
131,224,773,Estradiol Valerate,CCCCC(=O)OC1CCC2C3CCC4=C(C=CC(O)=C4)C3CCC12C,Liver disorder,Rat,-6.397940877260133,Repeated,Subcutaneous,"Reference from PharmaPendium Published Toxicity: Phytomedicine 13,468,2006   ---   DOI:10.1016/j.phymed.2005.03.012   ISSN:0944-7113   JOURNAL:Phytomedicine   PAGES:468   VOLUME:13",http://dx.doi.org/10.1016/j.phymed.2005.03.012,2006.0
132,225,775,Ethambutol Hydrochloride,CCC(CO)NCCNC(CC)CO,Liver disorder,Rat,-1.7201593034059568,Repeated,Intragastric,Reference from PharmaPendium Published Toxicity: 603514884   ---   DOI:10.1055/s-0034-1382076   ISSN:2194-9379   JOURNAL:Drug Research   PAGES:219   VOLUME:65,http://dx.doi.org/10.1055/s-0034-1382076,2015.0
133,226,777,Ethanolamine Oleate,CCCCCCCC/C=C\CCCCCCCC(=O)O,Liver disorder,Rat,-1.4771212547196624,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Gigiena i Sanitariya 29(2),9,1964   ---   ISSN:0016-9900   JOURNAL:Gigiena i Sanitariya   PAGES:9   VOLUME:29",,1964.0
134,227,778,Ethinyl Estradiol,C#CC1(O)CCC2C3CCC4=C(C=CC(O)=C4)C3CCC21C,Liver disorder,Mouse,-7.558022520642876,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 53191033   ---   DOI:10.1002/tox.22013   ISSN:1520-4081   JOURNAL:Environmental Toxicology   PAGES:1434   VOLUME:30,http://dx.doi.org/10.1002/tox.22013,2015.0
135,228,786,Ethionamide,CCC1=NC=CC(C(N)=S)=C1,Liver disorder,Rat,-0.6020599913279624,Repeated,Oral,Reference from PharmaPendium Published Toxicity: E-373679540   ---   DOI:10.1016/j.tox.2014.07.005   ISSN:0300-483X   JOURNAL:Toxicology   PAGES:43   VOLUME:324,http://dx.doi.org/10.1016/j.tox.2014.07.005,2014.0
136,229,787,Etomidate,CCOC(=O)C1=CN=CN1C(C)C1=CC=CC=C1,Liver disorder,Rat,-1.4913616938342726,Repeated,Intravenous,"FDA approval package document: Approval Package 018228 Part 02, page:47 PDF 5055k",https://www.pharmapendium.com/browse/fda/Etomidate/e24aa8f4a61fa838da9f6ede3185aac3?reference=47,1982.0
137,230,788,Etoposide,COC1=C(O)C(OC)=CC(C2C3=CC4=C(C=C3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)=C1,Liver disorder,Rat,-0.7269987279362623,Repeated,Intravenous,"Reference from PharmaPendium Published Toxicity: Toxicologist 44,364,2005   ---   ISSN:0731-9193   JOURNAL:Toxicologist   PAGES:364   VOLUME:44",,2005.0
138,231,791,Etoposide Phosphate,COC1=C(O[PH](=O)(=O)O)C(OC)=CC(C2C3=CC4=C(C=C3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)=C1,Liver disorder,Rat,-0.3010299956639812,Repeated,Intravenous,"Reference from PharmaPendium Published Toxicity: Toxicologist 44,364,2005   ---   ISSN:0731-9193   JOURNAL:Toxicologist   PAGES:364   VOLUME:44",,2005.0
139,232,792,Everolimus,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)=CC(C)C(O)C(OC)C(=O)C(C)CC(C)/C=C/C=C/C=C/1C,Liver disorder,Rat,-0.4771212547196624,Repeated,Oral,"FDA approval package document: Pharmacology Review 021560/S-000, page:92 PDF 1034k",https://www.pharmapendium.com/browse/fda/Everolimus/b064a5cc36268a2e253433507c1e4c37?reference=92,2009.0
140,235,799,Famotidine,N=C(CCSCC1=CSC(N=C(N)N)=N1)NS(N)(=O)=O,Liver disorder,Rabbit,-3.0211892990699383,Repeated,Oral,"FDA approval package document: Approval Package 019462/S-003 Part 03, page:13 PDF 2509k",https://www.pharmapendium.com/browse/fda/Famotidine/3e7debb6426723092a647471577502b1?reference=13,1986.0
141,239,821,Fenoprofen Calcium,CC(C(=O)O)C1=CC=CC(OC2=CC=CC=C2)=C1,Liver disorder,Rat,-2.544068044350276,Repeated,Oral,"FDA approval package document: Approval Package 017604 Part 02, page:58 PDF 4454k",https://www.pharmapendium.com/browse/fda/Fenoprofen Calcium/57d77bdfa2acbc92c786fdeb688faa85?reference=58,1971.0
142,240,822,Fentanyl,CCC(=O)N(C1=CC=CC=C1)C1CCN(CCC2=CC=CC=C2)CC1,Liver disorder,Mouse,-1.3222192947339193,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: 2004894721   ---   DOI:10.1016/j.lfs.2020.117400   ISSN:0024-3205   JOURNAL:Life Sciences   PAGES:117400   VOLUME:246,http://dx.doi.org/10.1016/j.lfs.2020.117400,2020.0
143,243,825,Feprazone,CC(C)=CCC1=C(O)N(C2=CC=CC=C2)N(C2=CC=CC=C2)C1=O,Liver disorder,Rat,-2.0211892990699383,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicology and Applied Pharmacology 64,255,1982   ---   DOI:10.1016/0041-008X(82)90222-8   ISSN:0041-008X   JOURNAL:Toxicology and Applied Pharmacology   PAGES:255   VOLUME:64",http://dx.doi.org/10.1016/0041-008X(82)90222-8,1982.0
144,244,828,Finasteride,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,Liver disorder,Mouse,-1.4771212547196624,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 627109479   ---   DOI:10.1177/0960327119842195   ISSN:0960-3271   JOURNAL:Human and Experimental Toxicology   PAGES:762   VOLUME:38,http://dx.doi.org/10.1177/0960327119842195,2019.0
145,245,831,Fingolimod Hydrochloride,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,Liver disorder,Rat,-0.8846065812979305,Repeated,Oral,"FDA approval package document: Pharmacology Review 022527/S-000 Part 06, page:173 PDF 6599k",https://www.pharmapendium.com/browse/fda/Fingolimod Hydrochloride/d9de1be3d0e4a1f28879ac70b76a8d13?reference=173,2009.0
146,258,870,Fomepizole,CC1=CNN=C1,Liver disorder,Rat,-1.6532125137753435,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Toxicologist -,237,2009   ---   ISSN:0731-9193   JOURNAL:Toxicologist   PAGES:237",,2009.0
147,259,871,Formaldehyde,C=O,Liver disorder,Rat,-1.7423322823571483,Repeated,Inhalation,"Reference from PharmaPendium Published Toxicity: Vrednie chemichescie veshestva, galogen I kislorod sodergashie organicheskie soedinenia -,338,1994   ---   JOURNAL:Vrednie chemichescie veshestva. Galogen I kislorod sodergashie organicheskie soedinenia   PAGES:338",,1994.0
148,260,875,Fosfomycin Tromethamine,NC(CO)(CO)CO,Liver disorder,Rat,-3.505149978319906,Repeated,Oral,"FDA approval package document: Approval Package 050717 Part 02, page:14 PDF 6609k",https://www.pharmapendium.com/browse/fda/Fosfomycin Tromethamine/57716b212fda925b3c5c75eed28db01f?reference=14,1996.0
149,261,876,Frovatriptan Succinate,CNC1CCC2=C(C1)C1=C(C=CC(C(N)=O)=C1)N2,Liver disorder,Rat,-3.0,Repeated,Oral,"FDA approval package document: Pharmacology Review 021006/S-000 Part 02, page:51 PDF 1571k",https://www.pharmapendium.com/browse/fda/Frovatriptan Succinate/351436d19cfebfaff3ca99171a737daa?reference=51,2001.0
150,262,880,Furazolidone,O=C1OCCN1/N=C/C1=CC=C([N+](=O)[O-])O1,Liver disorder,Rat,-0.4771212547196624,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Experimental and Toxicologic Pathology 52,364,2000   ---   DOI:10.1016/S0940-2993(00)80064-0   ISSN:0940-2993   JOURNAL:Experimental and Toxicologic Pathology   PAGES:364   VOLUME:52",http://dx.doi.org/10.1016/S0940-2993(00)80064-0,2000.0
151,264,883,Gabapentin,NCC1(CC(=O)O)CCCCC1,Liver disorder,Rat,-3.3452336581560345,Repeated,Oral,"FDA approval package document: Approval Package 020235 Part 05, page:73 PDF 7126k",https://www.pharmapendium.com/browse/fda/Gabapentin/cc544275f43b7ddbd40fd331f4f68e5a?reference=73,1993.0
152,265,890,Gabapentin Enacarbil,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,Liver disorder,Rat,-3.397940008672037,Repeated,Oral,"FDA approval package document: Pharmacology Review 022399/S-000 Part 07, page:21 PDF 3886k",https://www.pharmapendium.com/browse/fda/Gabapentin Enacarbil/247e4b5eb8d6d2ea520cf7a9418dba4c?reference=21,2010.0
153,266,895,Gemfibrozil,CC1=CC(OCCCC(C)(C)C(=O)O)=C(C)C=C1,Liver disorder,Rat,-1.3617278360175928,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 361522984   ---   DOI:10.1016/S1734-1140(11)70410-8   ISSN:1734-1140   JOURNAL:Pharmacological Reports   PAGES:157   VOLUME:63,http://dx.doi.org/10.1016/S1734-1140(11)70410-8,2011.0
154,267,897,Gentamicin Sulfate,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,Liver disorder,Rat,-0.8750612633917001,Repeated,Subcutaneous,"Reference from PharmaPendium Published Toxicity: Toxicology 246,91,2008   ---   DOI:10.1016/j.tox.2007.12.031   ISSN:0300-483X   JOURNAL:Toxicology   PAGES:91   VOLUME:246",http://dx.doi.org/10.1016/j.tox.2007.12.031,2008.0
155,268,899,Gilteritinib Fumarate,CCC1=NC(C(N)=O)=C(NC2=CC=C(N3CCC(N4CCN(C)CC4)CC3)C(OC)=C2)N=C1NC1CCOCC1,Liver disorder,Rat,-1.0,Repeated,Oral,"FDA approval package document: Approval Package 211349/S-000 Part 04, page:9 PDF 1722k",https://www.pharmapendium.com/browse/fda/Gilteritinib Fumarate/aaf83e6ef6e98fadfda94387757b9708?reference=9,2018.0
156,269,900,Glasdegib,CN1CCC(NC(=O)NC2=CC=C(C#N)C=C2)CC1C1=NC2=C(C=CC=C2)N1,Liver disorder,Rat,-1.6989700043360187,Repeated,Oral,"FDA approval package document: Pharmacology Review 210656/S-000 Part 08, page:13 PDF 3620k",https://www.pharmapendium.com/browse/fda/Glasdegib/327adbd54a4b96698cf06d05f8d68c1f?reference=13,2018.0
157,270,902,Glimepiride,CCC1=C(O)N(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCC(C)CC3)C=C2)C=C1C,Liver disorder,Rat,-1.1760912590556811,Repeated,Intragastric,Reference from PharmaPendium Published Toxicity: 603579990   ---   DOI:10.2174/1381612820666140318114832   ISSN:1381-6128   JOURNAL:Current Pharmaceutical Design   PAGES:5212   VOLUME:20,http://dx.doi.org/10.2174/1381612820666140318114832,2014.0
158,271,903,Glipizide,CC1=CN=C(C(=O)NCCC2=CC=C(S(=O)(=O)NC(=O)NC3CCCCC3)C=C2)C=N1,Liver disorder,Rat,-1.4771212547196624,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 364264441   ---   DOI:10.1166/jbn.2011.1317   ISSN:1550-7033   JOURNAL:Journal of Biomedical Nanotechnology   PAGES:578   VOLUME:7,http://dx.doi.org/10.1166/jbn.2011.1317,2011.0
159,272,904,Glucagon Recombinant,CSCCC(NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(N)CC1=CNC=N1)C(C)O)C(C)O)C(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C(=O)O)C(C)O,Liver disorder,Rat,-0.6989700043360189,Repeated,Intramuscular,"FDA approval package document: Pharmacology Review 201849/S-000, page:18 PDF 13257k",https://www.pharmapendium.com/browse/fda/Glucagon Recombinant/a1223ba9418faaefa71e642f75acbe58?reference=18,2010.0
160,274,907,Glycerol Phenylbutyrate,O=C(CCCC1=CC=CC=C1)OCC(COC(=O)CCCC1=CC=CC=C1)OC(=O)CCCC1=CC=CC=C1,Liver disorder,Rat,-4.678778435623874,Repeated,Oral,"FDA approval package document: Pharmacology Review 203284/S-000 Part 09, page:11 PDF 3369k",https://www.pharmapendium.com/browse/fda/Glycerol Phenylbutyrate/49fa5483c7e79c349351b4d2b7e6b28d?reference=11,2012.0
161,275,914,Glycine,NCC(=O)O,Liver disorder,Rat,-3.6020599913279625,Repeated,Intramuscular,"Reference from PharmaPendium Published Toxicity: Journal of Pharmacology and Experimental Therapeutics 299,858,2001   ---   JOURNAL:Journal of Pharmacology and Experimental Therapeutics   PAGES:858   VOLUME:299",,2001.0
162,276,915,Glycopyrrolate,C[N+]1(C)CCC(OC(=O)C(O)(C2=CC=CC=C2)C2CCCC2)C1,Liver disorder,Mouse,-2.0310042813635367,Repeated,Oral,"FDA approval package document: Pharmacology Review 207923/S-000 Part 05, page:10 PDF 316k",https://www.pharmapendium.com/browse/fda/Glycopyrrolate/01315a4318f5c40d04cce7c3267141dc?reference=10,2015.0
163,282,926,Histrelin Acetate,CCNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CN(CC2=CC=CC=C2)C=N1)NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=C1C=CC=C2)NC(=O)C(CC1=CNC=N1)NC(O)C1=CC=C(O)N1,Liver disorder,Rat,-7.797036594544017,Repeated,Parenteral,"FDA approval package document: Approval Package 019836 Part 02, page:17 PDF 2429k",https://www.pharmapendium.com/browse/fda/Histrelin Acetate/98684a4d30b53a5512e81aec6b63f16d?reference=17,1991.0
164,283,929,Hycanthone,CCN(CC)CCNC1=C2C(=O)C3=C(C=CC=C3)SC2=C(CO)C=C1,Liver disorder,Mouse,-0.6989700043360189,Repeated,Intraperitoneal,"Reference from PharmaPendium Published Toxicity: Toxicologist 44,114,2005   ---   ISSN:0731-9193   JOURNAL:Toxicologist   PAGES:114   VOLUME:44",,2005.0
165,284,930,Hydralazine Hydrochloride,NNC1=NN=CC2=CC=CC=C12,Liver disorder,Mouse,-0.8450980400142568,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 368814331   ---   DOI:10.1093/toxsci/kft066   ISSN:1096-6080   JOURNAL:Toxicological Sciences   PAGES:22   VOLUME:133,http://dx.doi.org/10.1093/toxsci/kft066,2013.0
166,286,933,Hydrocodone Bitartrate,COC1=C2OC3C(=O)CCC4C5CC(=C2C34CCN5C)C=C1,Liver disorder,Rat,-1.4648867983026508,Repeated,Oral,"FDA approval package document: Pharmacology Review 202880/S-000, page:100 PDF 10609k",https://www.pharmapendium.com/browse/fda/Hydrocodone Bitartrate/5a63a46d07f6431881364e2c819aa68f?reference=100,2012.0
167,287,940,Hydrocortisone Sodium Succinate,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,Liver disorder,Mouse,-0.8450980400142568,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: 605675936   ---   DOI:10.1016/S2222-1808(15)60921-5   ISSN:2222-1808   JOURNAL:Asian Pacific Journal of Tropical Disease   PAGES:726   VOLUME:5,http://dx.doi.org/10.1016/S2222-1808(15)60921-5,2015.0
168,288,941,Hydromorphone Hydrochloride,CN1CCC23C4=C5C=CC(O)=C4OC2C(=O)CCC3C1C5,Liver disorder,Mouse,-0.6989700043360189,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: 2008419974   ---   DOI:10.1093/ecco-jcc/jjz188   ISSN:1873-9946   JOURNAL:Journal of Crohn's and Colitis   PAGES:801   VOLUME:14,http://dx.doi.org/10.1093/ecco-jcc/jjz188,2020.0
169,289,942,Hydroquinone,OC1=CC=C(O)C=C1,Liver disorder,Rat,-1.7596678446896306,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Food and Chemical Toxicology 30,737,1992   ---   DOI:10.1016/0278-6915(92)90075-V   ISSN:0278-6915   JOURNAL:Food and Chemical Toxicology   PAGES:737   VOLUME:30",http://dx.doi.org/10.1016/0278-6915(92)90075-V,1992.0
170,291,945,Ibandronate Sodium,CCCCCN(C)CCC(O)([PH](=O)(=O)O)[PH](=O)(=O)O,Liver disorder,Rat,-1.5314789170422551,Repeated,Oral,"FDA approval package document: Pharmacology Review 021455/S-000 Part 04, page:12 PDF 1311k",https://www.pharmapendium.com/browse/fda/Ibandronate Sodium/7044eb655968d1eb8b2fe63c5db46606?reference=12,2003.0
171,292,948,Ibrutinib,C=CC(=O)N1CCCC(N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C1,Liver disorder,Rat,-2.355387657986574,Repeated,Oral,"EMA approval document: Assessment Report EMA/373867/2016; EMEA/H/C/003791/II/0016, page:12 PDF 4989k",https://www.pharmapendium.com/browse/ema/Ibrutinib/1ae8299578a99071602d1f71990059f4?reference=12,2016.0
172,293,951,Ibuprofen,CC(C)CC1=CC=C(C(C)C(=O)O)C=C1,Liver disorder,Mouse,-1.662757831681574,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 606297651   ---   DOI:10.1177/019262339302100102   ISSN:0192-6233   JOURNAL:Toxicologic Pathology   PAGES:15   VOLUME:21,http://dx.doi.org/10.1177/019262339302100102,1993.0
173,294,955,Icatibant Acetate,N=C(N)NCCCC(N)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)N1CC(O)CC1C(=O)NCC(=O)NC(CC1=CC=CS1)C(=O)NC(CO)C(=O)N1CC2=CC=CC=C2CC1C(=O)N1C(C(=O)NC(CCCN=C(N)N)C(=O)O)CC2CCCCC21,Liver disorder,Mouse,-1.1317935832540489,Repeated,Subcutaneous,"FDA approval package document: Pharmacology Review 022150/S-000 Part 05, page:16 PDF 897k",https://www.pharmapendium.com/browse/fda/Icatibant Acetate/df2dc8c42afba05284d96287d75f8ce5?reference=16,2007.0
174,295,966,Icosapent Ethyl,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,Liver disorder,Mouse,-2.812913356642856,Repeated,Oral,"FDA approval package document: Pharmacology Review 202057/S-000 Part 02, page:29 PDF 4715k",https://www.pharmapendium.com/browse/fda/Icosapent Ethyl/871607c88ef2c24ae8ca008e6956ebad?reference=29,2011.0
175,297,969,Imatinib Mesylate,CC1=C(NC2=NC(C3=CN=CC=C3)=CC=N2)C=C(NC(=O)C2=CC=C(CN3CCN(C)CC3)C=C2)C=C1,Liver disorder,Rat,-0.4259687322722812,Repeated,Oral,"FDA approval package document: Pharmacology Review 021335/S-000 Part 02, page:8 PDF 1215k",https://www.pharmapendium.com/browse/fda/Imatinib Mesylate/90aeb134ad6cbe3c7c727af34a25fbfe?reference=8,2001.0
176,298,972,Imipramine Hydrochloride,CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C21,Liver disorder,Rat,-0.8450980400142568,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 51930956   ---   DOI:10.1016/j.tox.2012.02.015   ISSN:0300-483X   JOURNAL:Toxicology   PAGES:1   VOLUME:295,http://dx.doi.org/10.1016/j.tox.2012.02.015,2012.0
177,299,973,Inamrinone Lactate,NC1=CC(C2=CC=NC=C2)=CNC1=O,Liver disorder,Rat,-1.6532125137753435,Repeated,Oral,"FDA approval package document: Approval Package 018700/S-018, S-009, S-014 Part 02, page:29 PDF 9058k",https://www.pharmapendium.com/browse/fda/Inamrinone Lactate/0f967f44d41baf8b658c5d2772d3ba6c?reference=29,1984.0
178,300,975,Indacaterol Maleate,CCC1=CC2=C(C=C1CC)CC(NCC(O)C1=C3C=CC(=O)NC3=C(O)C=C1)C2,Liver disorder,Rat,-2.008600171761917,Repeated,Inhalation,"FDA approval package document: Pharmacology Review 022383/S-000 Part 04, page:18 PDF 2090k",https://www.pharmapendium.com/browse/fda/Indacaterol Maleate/ad92ac712ed040fd7b90de73359cee99?reference=18,2009.0
179,301,976,Indecainide Hydrochloride,CC(C)NCCCC1(C(N)=O)C2=C(C=CC=C2)C2=C1C=CC=C2,Liver disorder,Rat,-0.4771212547196624,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Fundamental and Applied Toxicology 5,175,1985   ---   DOI:10.1016/0272-0590(85)90127-7   ISSN:0272-0590   JOURNAL:Fundamental and Applied Toxicology   PAGES:175   VOLUME:5",http://dx.doi.org/10.1016/0272-0590(85)90127-7,1985.0
180,302,977,Indinavir Sulfate,CC(C)(C)NC(=O)C1CN(CC2=CC=CN=C2)CCN1CC(O)CC(CC1=CC=CC=C1)C(=O)NC1C2=CC=CC=C2CC1O,Liver disorder,Mouse,-2.7592480336546177,Repeated,Oral,"FDA approval package document: Pharmacology Review 020685, page:31 PDF 2098k",https://www.pharmapendium.com/browse/fda/Indinavir Sulfate/d214ba9ff666ee648ab3c78ad1eff978?reference=31,1996.0
181,304,991,Insulin Aspart,CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC1CSSCC2NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)C(CC3=CNC=N3)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)CC3=CC=CC=C3)C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC3=CNC=N3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CC3=CC=C(O)C=C3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC3=CC=C(O)C=C3)C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)NC(C(=O)O)C(C)O)C(C)O)CSSCC(C(=O)NC(CC(N)=O)C(=O)O)NC(=O)C(CC3=CC=C(O)C=C3)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CC3=CC=C(O)C=C3)NC(=O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,Liver disorder,Rat,-8.096910013008056,Repeated,Subcutaneous,"FDA approval package document: Pharmacology Review 020986/S-000 Part 02, page:39 PDF 1444k",https://www.pharmapendium.com/browse/fda/Insulin Aspart/a46cf96b50abb270e29554194bd37c59?reference=39,2000.0
182,305,993,Insulin Glulisine,CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC1CSSCC2NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)C(CC3=CNC=N3)NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(N)CC3=CC=CC=C3)C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC3=CNC=N3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CC3=CC=C(O)C=C3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC3=CC=CC=C3)C(=O)NC(CC3=CC=C(O)C=C3)C(=O)NC(C(=O)N3CCCC3C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)O)C(C)O)C(C)O)CSSCC(C(=O)NC(CC(N)=O)C(=O)O)NC(=O)C(CC3=CC=C(O)C=C3)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CC3=CC=C(O)C=C3)NC(=O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,Liver disorder,Rat,-7.375663613960885,Repeated,Subcutaneous,"FDA approval package document: Pharmacology Review 021629/S-000 Part 02, page:3 PDF 861k",https://www.pharmapendium.com/browse/fda/Insulin Glulisine/9e84c0e5debf064212e22cbca807bf30?reference=3,2004.0
183,306,997,Iodoform,IC(I)I,Liver disorder,Rat,-1.5440680443502757,Repeated,Oral,"Reference from PharmaPendium Published Toxicity: Gigiena i Sanitariya 52(11),74,1987   ---   ISSN:0016-9900   JOURNAL:Gigiena i Sanitariya   PAGES:74   VOLUME:52",,1987.0
184,307,998,Iofetamine Hydrochloride I-123,CC(C)NC(C)CC1=CC=C([123I])C=C1,Liver disorder,Rat,-0.7781512503836436,Repeated,Intravenous,"FDA approval package document: Approval Package 019432/S-001, page:34 PDF 4383k",https://www.pharmapendium.com/browse/fda/Iofetamine Hydrochloride I-123/b3e381d1ca86ccc7766c35da69055c8c?reference=34,1987.0
185,308,999,Ipratropium Bromide,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)C1=CC=CC=C1)C2,Liver disorder,Rat,-8.41306120790347,Repeated,Oral,"FDA approval package document: Pharmacology Review 020394, page:13 PDF 1033k",https://www.pharmapendium.com/browse/fda/Ipratropium Bromide/4cc345ed604f3560ae3ca4a005ec5989?reference=13,1992.0
186,309,1006,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)C=C1,Liver disorder,Mouse,-3.1297972712286284,Repeated,Oral,"FDA approval package document: Pharmacology Review 020758 Part 03, page:8 PDF 2614k",https://www.pharmapendium.com/browse/fda/Irbesartan/28e2043b06ba9b75e4f0c9e8934272e3?reference=8,1997.0
187,310,1012,Irinotecan Hydrochloride,CCC1=C2CN3C(=CC4=C(COC(=O)C4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(N4CCCCC4)CC3)C=C12,Liver disorder,Mouse,-0.7403626894942439,Repeated,Intraperitoneal,Reference from PharmaPendium Published Toxicity: 607336473   ---   DOI:10.1016/j.taap.2015.12.003   ISSN:0041-008X   JOURNAL:Toxicology and Applied Pharmacology   PAGES:21   VOLUME:291,http://dx.doi.org/10.1016/j.taap.2015.12.003,2016.0
188,313,1020,Isoniazid,NNC(=O)C1=CC=NC=C1,Liver disorder,Rat,-1.859338479128867,Repeated,Oral,Reference from PharmaPendium Published Toxicity: 51595582   ---   DOI:10.1016/j.etap.2011.07.001   ISSN:1382-6689   JOURNAL:Environmental Toxicology and Pharmacology   PAGES:486   VOLUME:32,http://dx.doi.org/10.1016/j.etap.2011.07.001,2011.0
